[INFO] (00:00:0044): compiling base_vs.hlsl, type: vs
[INFO] (04:09:0384): compiling base_ps.hlsl, type: ps
[INFO] (04:09:0421): re-compiled shader base_ps.hlsl successfully
[INFO] (04:09:0482): compiling base_ps.hlsl, type: ps
[INFO] (04:09:0580): re-compiled shader base_ps.hlsl successfully
[INFO] (04:12:0884): compiling base_ps.hlsl, type: ps
[INFO] (04:12:0915): re-compiled shader base_ps.hlsl successfully
[INFO] (04:15:0399): compiling base_ps.hlsl, type: ps
[INFO] (04:15:0432): re-compiled shader base_ps.hlsl successfully
[INFO] (04:35:0183): compiling add_brush.hlsl, type: cs
[INFO] (04:35:0493): re-compiled shader add_brush.hlsl successfully
